/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/ILSVRC2012_val_00046669.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_58454.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_32588.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_32422.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_33663.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_27948.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_38644.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_35076.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_38214.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_23008.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_33008.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_7606.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_35133.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_28428.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_53473.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_28994.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_69132.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_33771.JPEG
/Users/zachary/Documents/Advanced Deep Learning Winter 2021-2/imagewang-160/train/n03394916/n03394916_44089.JPEG
